venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor
Online,Online,NA,NA,NA,"May 13 - 16, 2024, CET",9:00 - 13:00 CEST,024-05-12T22:00:00Z,2024-05-15T22:00:00Z,"Maurice de Kleijn, Francesco Nattino","Ou Ku","ds","ds-geospatial-python",Introduction to Geospatial Raster and Vector Data with Python,2024-05-13-ds-geospatial-python,NA
